Age,Gender,Average Weight (Kg),Average Height (cm),Level of Activity,bmr,Meal Type,Menu No,Recommended Calorie ,Recommended Total Carbohydrate(g),Recommended Carbohydrate (g),Serving Size
9,2,28.58,133.3,2,1078.925,1,4,1672.33375,188.1375469,52.67851313,1.4
9,2,28.58,133.3,2,1078.925,1,5,1672.33375,188.1375469,52.67851313,1.3
9,2,28.58,133.3,2,1078.925,1,6,1672.33375,188.1375469,52.67851313,2.1
9,2,28.58,133.3,2,1078.925,1,7,1672.33375,188.1375469,52.67851313,1.8
9,1,28.12,133.3,3 ,908.325,1,1,1566.860625,176.2718203,49.35610969,1.6
9,1,28.12,133.3,3 ,908.325,1,2,1566.860625,176.2718203,49.35610969,1.5
9,1,28.12,133.3,3 ,908.325,1,3,1566.860625,176.2718203,49.35610969,1.9
9,1,28.12,133.3,3 ,908.325,1,4,1566.860625,176.2718203,49.35610969,1.3
9,1,28.12,133.3,3 ,908.325,1,5,1566.860625,176.2718203,49.35610969,1.2
9,1,28.12,133.3,3 ,908.325,1,6,1566.860625,176.2718203,49.35610969,2
9,1,28.12,133.3,3 ,908.325,1,7,1566.860625,176.2718203,49.35610969,1.6
9,2,28.58,133.3,3 ,1078.925,1,1,1861.145625,209.3788828,58.62608719,2
9,2,28.58,133.3,3 ,1078.925,1,2,1861.145625,209.3788828,58.62608719,1.8
9,2,28.58,133.3,3 ,1078.925,1,3,1861.145625,209.3788828,58.62608719,2.3
9,2,28.58,133.3,3 ,1078.925,1,4,1861.145625,209.3788828,58.62608719,1.5
9,2,28.58,133.3,3 ,1078.925,1,5,1861.145625,209.3788828,58.62608719,1.4
9,2,28.58,133.3,3 ,1078.925,1,6,1861.145625,209.3788828,58.62608719,2.3
9,2,28.58,133.3,3 ,1078.925,1,7,1861.145625,209.3788828,58.62608719,2
10,1,31.98,138.4,1,973.8,1,1,1338.975,150.6346875,42.1777125,1.4
10,1,31.98,138.4,1,973.8,1,2,1338.975,150.6346875,42.1777125,1.3
10,1,31.98,138.4,1,973.8,1,3,1338.975,150.6346875,42.1777125,1.6
10,1,31.98,138.4,1,973.8,1,4,1338.975,150.6346875,42.1777125,1.1
10,1,31.98,138.4,1,973.8,1,5,1338.975,150.6346875,42.1777125,1
10,1,31.98,138.4,1,973.8,1,6,1338.975,150.6346875,42.1777125,1.7
10,1,31.98,138.4,1,973.8,1,7,1338.975,150.6346875,42.1777125,1.4
10,2,32,138.4,1,1140,1,1,1567.5,176.34375,49.37625,1.6
10,2,32,138.4,1,1140,1,2,1567.5,176.34375,49.37625,1.5
10,2,32,138.4,1,1140,1,3,1567.5,176.34375,49.37625,1.9
10,2,32,138.4,1,1140,1,4,1567.5,176.34375,49.37625,1.3
10,2,32,138.4,1,1140,1,5,1567.5,176.34375,49.37625,1.2
10,2,32,138.4,1,1140,1,6,1567.5,176.34375,49.37625,2
10,2,32,138.4,1,1140,1,7,1567.5,176.34375,49.37625,1.6
10,1,31.98,138.4,2,973.8,1,1,1509.39,169.806375,47.545785,1.6
10,1,31.98,138.4,2,973.8,1,2,1509.39,169.806375,47.545785,1.5
10,1,31.98,138.4,2,973.8,1,3,1509.39,169.806375,47.545785,1.8
10,1,31.98,138.4,2,973.8,1,4,1509.39,169.806375,47.545785,1.3
10,1,31.98,138.4,2,973.8,1,5,1509.39,169.806375,47.545785,1.2
10,1,31.98,138.4,2,973.8,1,6,1509.39,169.806375,47.545785,1.9
10,1,31.98,138.4,2,973.8,1,7,1509.39,169.806375,47.545785,1.6
10,2,32,138.4,2,1140,1,1,1767,198.7875,55.6605,1.9
10,2,32,138.4,2,1140,1,2,1767,198.7875,55.6605,1.7
10,2,32,138.4,2,1140,1,3,1767,198.7875,55.6605,2.1
10,2,32,138.4,2,1140,1,4,1767,198.7875,55.6605,1.5
10,2,32,138.4,2,1140,1,5,1767,198.7875,55.6605,1.4
10,2,32,138.4,2,1140,1,6,1767,198.7875,55.6605,2.2
10,2,32,138.4,2,1140,1,7,1767,198.7875,55.6605,1.9
10,1,31.98,138.4,3 ,973.8,1,1,1679.805,188.9780625,52.9138575,1.8
10,1,31.98,138.4,3 ,973.8,1,2,1679.805,188.9780625,52.9138575,1.7
10,1,31.98,138.4,3 ,973.8,1,3,1679.805,188.9780625,52.9138575,2
10,1,31.98,138.4,3 ,973.8,1,4,1679.805,188.9780625,52.9138575,1.4
10,1,31.98,138.4,3 ,973.8,1,5,1679.805,188.9780625,52.9138575,1.3
10,1,31.98,138.4,3 ,973.8,1,6,1679.805,188.9780625,52.9138575,2.1
10,1,31.98,138.4,3 ,973.8,1,7,1679.805,188.9780625,52.9138575,1.8
10,2,32,138.4,3 ,1140,1,1,1966.5,221.23125,61.94475,2.1
10,2,32,138.4,3 ,1140,1,2,1966.5,221.23125,61.94475,1.9
10,2,32,138.4,3 ,1140,1,3,1966.5,221.23125,61.94475,2.4
10,2,32,138.4,3 ,1140,1,4,1966.5,221.23125,61.94475,1.6
10,2,32,138.4,3 ,1140,1,5,1966.5,221.23125,61.94475,1.5
10,2,32,138.4,3 ,1140,1,6,1966.5,221.23125,61.94475,2.5
10,2,32,138.4,3 ,1140,1,7,1966.5,221.23125,61.94475,2.1
11,1,36.97,144,1,1053.7,1,1,1448.8375,162.9942188,45.63838125,1.5
11,1,36.97,144,1,1053.7,1,2,1448.8375,162.9942188,45.63838125,1.4
11,1,36.97,144,1,1053.7,1,3,1448.8375,162.9942188,45.63838125,1.8
11,1,36.97,144,1,1053.7,1,4,1448.8375,162.9942188,45.63838125,1.2
11,1,36.97,144,1,1053.7,1,5,1448.8375,162.9942188,45.63838125,1.1
11,1,36.97,144,1,1053.7,1,6,1448.8375,162.9942188,45.63838125,1.8
11,1,36.97,144,1,1053.7,1,7,1448.8375,162.9942188,45.63838125,1.5
11,2,35.6,143.5,1,1202.875,1,1,1653.953125,186.0697266,52.09952344,1.7
11,2,35.6,143.5,1,1202.875,1,2,1653.953125,186.0697266,52.09952344,1.6
11,2,35.6,143.5,1,1202.875,1,3,1653.953125,186.0697266,52.09952344,2
11,2,35.6,143.5,1,1202.875,1,4,1653.953125,186.0697266,52.09952344,1.4
11,2,35.6,143.5,1,1202.875,1,5,1653.953125,186.0697266,52.09952344,1.3
11,2,35.6,143.5,1,1202.875,1,6,1653.953125,186.0697266,52.09952344,2.1
11,2,35.6,143.5,1,1202.875,1,7,1653.953125,186.0697266,52.09952344,1.7
11,1,36.97,144,2,1053.7,1,1,1633.235,183.7389375,51.4469025,1.7
11,1,36.97,144,2,1053.7,1,2,1633.235,183.7389375,51.4469025,1.6
11,1,36.97,144,2,1053.7,1,3,1633.235,183.7389375,51.4469025,2
11,1,36.97,144,2,1053.7,1,4,1633.235,183.7389375,51.4469025,1.4
11,1,36.97,144,2,1053.7,1,5,1633.235,183.7389375,51.4469025,1.3
11,1,36.97,144,2,1053.7,1,6,1633.235,183.7389375,51.4469025,2.1
11,1,36.97,144,2,1053.7,1,7,1633.235,183.7389375,51.4469025,1.7
11,2,35.6,143.5,2,1202.875,1,1,1864.45625,209.7513281,58.73037188,2
11,2,35.6,143.5,2,1202.875,1,2,1864.45625,209.7513281,58.73037188,1.8
11,2,35.6,143.5,2,1202.875,1,3,1864.45625,209.7513281,58.73037188,2.3
11,2,35.6,143.5,2,1202.875,1,4,1864.45625,209.7513281,58.73037188,1.5
11,2,35.6,143.5,2,1202.875,1,5,1864.45625,209.7513281,58.73037188,1.4
11,2,35.6,143.5,2,1202.875,1,6,1864.45625,209.7513281,58.73037188,2.3
11,2,35.6,143.5,2,1202.875,1,7,1864.45625,209.7513281,58.73037188,2
11,1,36.97,144,3 ,1053.7,1,1,1817.6325,204.4836563,57.25542375,1.9
11,1,36.97,144,3 ,1053.7,1,2,1817.6325,204.4836563,57.25542375,1.8
11,1,36.97,144,3 ,1053.7,1,3,1817.6325,204.4836563,57.25542375,2.2
11,1,36.97,144,3 ,1053.7,1,4,1817.6325,204.4836563,57.25542375,1.5
11,1,36.97,144,3 ,1053.7,1,5,1817.6325,204.4836563,57.25542375,1.4
11,1,36.97,144,3 ,1053.7,1,6,1817.6325,204.4836563,57.25542375,2.3
11,1,36.97,144,3 ,1053.7,1,7,1817.6325,204.4836563,57.25542375,1.9
11,2,35.6,143.5,3 ,1202.875,1,1,2074.959375,233.4329297,65.36122031,2.2
11,2,35.6,143.5,3 ,1202.875,1,2,2074.959375,233.4329297,65.36122031,2
11,2,35.6,143.5,3 ,1202.875,1,3,2074.959375,233.4329297,65.36122031,2.5
11,2,35.6,143.5,3 ,1202.875,1,4,2074.959375,233.4329297,65.36122031,1.7
11,2,35.6,143.5,3 ,1202.875,1,5,2074.959375,233.4329297,65.36122031,1.6
11,2,35.6,143.5,3 ,1202.875,1,6,2074.959375,233.4329297,65.36122031,2.6
11,2,35.6,143.5,3 ,1202.875,1,7,2074.959375,233.4329297,65.36122031,2.2
12,1,41.5,149.8,1,1130.25,1,1,1554.09375,174.8355469,48.95395313,1.6
12,1,41.5,149.8,1,1130.25,1,2,1554.09375,174.8355469,48.95395313,1.5
12,1,41.5,149.8,1,1130.25,1,3,1554.09375,174.8355469,48.95395313,1.9
12,1,41.5,149.8,1,1130.25,1,4,1554.09375,174.8355469,48.95395313,1.3
12,1,41.5,149.8,1,1130.25,1,5,1554.09375,174.8355469,48.95395313,1.2
12,1,41.5,149.8,1,1130.25,1,6,1554.09375,174.8355469,48.95395313,2
12,1,41.5,149.8,1,1130.25,1,7,1554.09375,174.8355469,48.95395313,1.6
12,2,39.92,149.1,1,1276.075,1,1,1754.603125,197.3928516,55.26999844,1.8
12,2,39.92,149.1,1,1276.075,1,2,1754.603125,197.3928516,55.26999844,1.7
12,2,39.92,149.1,1,1276.075,1,3,1754.603125,197.3928516,55.26999844,2.1
12,2,39.92,149.1,1,1276.075,1,4,1754.603125,197.3928516,55.26999844,1.5
12,2,39.92,149.1,1,1276.075,1,5,1754.603125,197.3928516,55.26999844,1.3
12,2,39.92,149.1,1,1276.075,1,6,1754.603125,197.3928516,55.26999844,2.2
12,2,39.92,149.1,1,1276.075,1,7,1754.603125,197.3928516,55.26999844,1.8
12,1,41.5,149.8,2,1130.25,1,1,1751.8875,197.0873438,55.18445625,1.8
12,1,41.5,149.8,2,1130.25,1,2,1751.8875,197.0873438,55.18445625,1.7
12,1,41.5,149.8,2,1130.25,1,3,1751.8875,197.0873438,55.18445625,2.1
12,1,41.5,149.8,2,1130.25,1,4,1751.8875,197.0873438,55.18445625,1.5
12,1,41.5,149.8,2,1130.25,1,5,1751.8875,197.0873438,55.18445625,1.3
12,1,41.5,149.8,2,1130.25,1,6,1751.8875,197.0873438,55.18445625,2.2
12,1,41.5,149.8,2,1130.25,1,7,1751.8875,197.0873438,55.18445625,1.8
12,2,39.92,149.1,2,1276.075,1,1,1977.91625,222.5155781,62.30436188,2.1
12,2,39.92,149.1,2,1276.075,1,2,1977.91625,222.5155781,62.30436188,1.9
12,2,39.92,149.1,2,1276.075,1,3,1977.91625,222.5155781,62.30436188,2.4
12,2,39.92,149.1,2,1276.075,1,4,1977.91625,222.5155781,62.30436188,1.6
12,2,39.92,149.1,2,1276.075,1,5,1977.91625,222.5155781,62.30436188,1.5
12,2,39.92,149.1,2,1276.075,1,6,1977.91625,222.5155781,62.30436188,2.5
12,2,39.92,149.1,2,1276.075,1,7,1977.91625,222.5155781,62.30436188,2.1
12,1,41.5,149.8,3 ,1130.25,1,1,1949.68125,219.3391406,61.41495938,2
12,1,41.5,149.8,3 ,1130.25,1,2,1949.68125,219.3391406,61.41495938,1.9
12,1,41.5,149.8,3 ,1130.25,1,3,1949.68125,219.3391406,61.41495938,2.4
12,1,41.5,149.8,3 ,1130.25,1,4,1949.68125,219.3391406,61.41495938,1.6
12,1,41.5,149.8,3 ,1130.25,1,5,1949.68125,219.3391406,61.41495938,1.5
12,1,41.5,149.8,3 ,1130.25,1,6,1949.68125,219.3391406,61.41495938,2.5
12,1,41.5,149.8,3 ,1130.25,1,7,1949.68125,219.3391406,61.41495938,2
12,2,39.92,149.1,3 ,1276.075,1,1,2201.229375,247.6383047,69.33872531,2.3
12,2,39.92,149.1,3 ,1276.075,1,2,2201.229375,247.6383047,69.33872531,2.2
12,2,39.92,149.1,3 ,1276.075,1,3,2201.229375,247.6383047,69.33872531,2.7
12,2,39.92,149.1,3 ,1276.075,1,4,2201.229375,247.6383047,69.33872531,1.8
12,2,39.92,149.1,3 ,1276.075,1,5,2201.229375,247.6383047,69.33872531,1.7
12,2,39.92,149.1,3 ,1276.075,1,6,2201.229375,247.6383047,69.33872531,2.8
12,2,39.92,149.1,3 ,1276.075,1,7,2201.229375,247.6383047,69.33872531,2.3
13,1,45.81,156.7,1,1211.475,1,1,1665.778125,187.4000391,52.47201094,1.7
13,1,45.81,156.7,1,1211.475,1,2,1665.778125,187.4000391,52.47201094,1.6
13,1,45.81,156.7,1,1211.475,1,3,1665.778125,187.4000391,52.47201094,2
13,1,45.81,156.7,1,1211.475,1,4,1665.778125,187.4000391,52.47201094,1.4
13,1,45.81,156.7,1,1211.475,1,5,1665.778125,187.4000391,52.47201094,1.3
13,1,45.81,156.7,1,1211.475,1,6,1665.778125,187.4000391,52.47201094,2.1
13,1,45.81,156.7,1,1211.475,1,7,1665.778125,187.4000391,52.47201094,1.7
13,2,45.36,156.2,1,1369.85,1,1,1883.54375,211.8986719,59.33162813,2
13,2,45.36,156.2,1,1369.85,1,2,1883.54375,211.8986719,59.33162813,1.9
13,2,45.36,156.2,1,1369.85,1,3,1883.54375,211.8986719,59.33162813,2.3
13,2,45.36,156.2,1,1369.85,1,4,1883.54375,211.8986719,59.33162813,1.6
13,2,45.36,156.2,1,1369.85,1,5,1883.54375,211.8986719,59.33162813,1.4
13,2,45.36,156.2,1,1369.85,1,6,1883.54375,211.8986719,59.33162813,2.4
13,2,45.36,156.2,1,1369.85,1,7,1883.54375,211.8986719,59.33162813,2
13,1,45.81,156.7,2,1211.475,1,1,1877.78625,211.2509531,59.15026688,2
13,1,45.81,156.7,2,1211.475,1,2,1877.78625,211.2509531,59.15026688,1.8
13,1,45.81,156.7,2,1211.475,1,3,1877.78625,211.2509531,59.15026688,2.3
13,1,45.81,156.7,2,1211.475,1,4,1877.78625,211.2509531,59.15026688,1.6
13,1,45.81,156.7,2,1211.475,1,5,1877.78625,211.2509531,59.15026688,1.4
13,1,45.81,156.7,2,1211.475,1,6,1877.78625,211.2509531,59.15026688,2.4
13,1,45.81,156.7,2,1211.475,1,7,1877.78625,211.2509531,59.15026688,2
13,2,45.36,156.2,2,1369.85,1,1,2123.2675,238.8675938,66.88292625,2.2
13,2,45.36,156.2,2,1369.85,1,2,2123.2675,238.8675938,66.88292625,2.1
13,2,45.36,156.2,2,1369.85,1,3,2123.2675,238.8675938,66.88292625,2.6
13,2,45.36,156.2,2,1369.85,1,4,2123.2675,238.8675938,66.88292625,1.8
13,2,45.36,156.2,2,1369.85,1,5,2123.2675,238.8675938,66.88292625,1.6
13,2,45.36,156.2,2,1369.85,1,6,2123.2675,238.8675938,66.88292625,2.7
13,2,45.36,156.2,2,1369.85,1,7,2123.2675,238.8675938,66.88292625,2.2
13,1,45.81,156.7,3 ,1211.475,1,1,2089.794375,235.1018672,65.82852281,2.2
13,1,45.81,156.7,3 ,1211.475,1,2,2089.794375,235.1018672,65.82852281,2.1
13,1,45.81,156.7,3 ,1211.475,1,3,2089.794375,235.1018672,65.82852281,2.5
13,1,45.81,156.7,3 ,1211.475,1,4,2089.794375,235.1018672,65.82852281,1.7
13,1,45.81,156.7,3 ,1211.475,1,5,2089.794375,235.1018672,65.82852281,1.6
13,1,45.81,156.7,3 ,1211.475,1,6,2089.794375,235.1018672,65.82852281,2.6
13,1,45.81,156.7,3 ,1211.475,1,7,2089.794375,235.1018672,65.82852281,2.2
13,2,45.36,156.2,3 ,1369.85,1,1,2362.99125,265.8365156,74.43422438,2.5
13,2,45.36,156.2,3 ,1369.85,1,2,2362.99125,265.8365156,74.43422438,2.3
13,2,45.36,156.2,3 ,1369.85,1,3,2362.99125,265.8365156,74.43422438,2.9
13,2,45.36,156.2,3 ,1369.85,1,4,2362.99125,265.8365156,74.43422438,2
13,2,45.36,156.2,3 ,1369.85,1,5,2362.99125,265.8365156,74.43422438,1.8
13,2,45.36,156.2,3 ,1369.85,1,6,2362.99125,265.8365156,74.43422438,3
13,2,45.36,156.2,3 ,1369.85,1,7,2362.99125,265.8365156,74.43422438,2.5
14,1,47.63,158.7,1,1237.175,1,1,1701.115625,191.3755078,49.75763203,1.7
14,1,47.63,158.7,1,1237.175,1,2,1701.115625,191.3755078,49.75763203,1.6
14,1,47.63,158.7,1,1237.175,1,3,1701.115625,191.3755078,49.75763203,1.9
14,1,47.63,158.7,1,1237.175,1,4,1701.115625,191.3755078,49.75763203,1.3
14,1,47.63,158.7,1,1237.175,1,5,1701.115625,191.3755078,49.75763203,1.2
14,1,47.63,158.7,1,1237.175,1,6,1701.115625,191.3755078,49.75763203,2
14,1,47.63,158.7,1,1237.175,1,7,1701.115625,191.3755078,49.75763203,1.7
14,2,50.8,163.8,1,1466.75,1,1,2016.78125,226.8878906,58.99085156,2
14,2,50.8,163.8,1,1466.75,1,2,2016.78125,226.8878906,58.99085156,1.8
14,2,50.8,163.8,1,1466.75,1,3,2016.78125,226.8878906,58.99085156,2.3
14,2,50.8,163.8,1,1466.75,1,4,2016.78125,226.8878906,58.99085156,1.6
14,2,50.8,163.8,1,1466.75,1,5,2016.78125,226.8878906,58.99085156,1.4
14,2,50.8,163.8,1,1466.75,1,6,2016.78125,226.8878906,58.99085156,2.4
14,2,50.8,163.8,1,1466.75,1,7,2016.78125,226.8878906,58.99085156,2
14,1,47.63,158.7,2,1237.175,1,1,1917.62125,215.7323906,56.09042156,1.9
14,1,47.63,158.7,2,1237.175,1,2,1917.62125,215.7323906,56.09042156,1.8
14,1,47.63,158.7,2,1237.175,1,3,1917.62125,215.7323906,56.09042156,2.2
14,1,47.63,158.7,2,1237.175,1,4,1917.62125,215.7323906,56.09042156,1.5
14,1,47.63,158.7,2,1237.175,1,5,1917.62125,215.7323906,56.09042156,1.4
14,1,47.63,158.7,2,1237.175,1,6,1917.62125,215.7323906,56.09042156,2.2
14,1,47.63,158.7,2,1237.175,1,7,1917.62125,215.7323906,56.09042156,1.9
14,2,50.8,163.8,2,1466.75,1,1,2273.4625,255.7645313,66.49877813,2.2
14,2,50.8,163.8,2,1466.75,1,2,2273.4625,255.7645313,66.49877813,2.1
14,2,50.8,163.8,2,1466.75,1,3,2273.4625,255.7645313,66.49877813,2.6
14,2,50.8,163.8,2,1466.75,1,4,2273.4625,255.7645313,66.49877813,1.7
14,2,50.8,163.8,2,1466.75,1,5,2273.4625,255.7645313,66.49877813,1.6
14,2,50.8,163.8,2,1466.75,1,6,2273.4625,255.7645313,66.49877813,2.7
14,2,50.8,163.8,2,1466.75,1,7,2273.4625,255.7645313,66.49877813,2.2
14,1,47.63,158.7,3 ,1237.175,1,1,2134.126875,240.0892734,62.42321109,2.1
14,1,47.63,158.7,3 ,1237.175,1,2,2134.126875,240.0892734,62.42321109,2
14,1,47.63,158.7,3 ,1237.175,1,3,2134.126875,240.0892734,62.42321109,2.4
14,1,47.63,158.7,3 ,1237.175,1,4,2134.126875,240.0892734,62.42321109,1.6
14,1,47.63,158.7,3 ,1237.175,1,5,2134.126875,240.0892734,62.42321109,1.5
14,1,47.63,158.7,3 ,1237.175,1,6,2134.126875,240.0892734,62.42321109,2.5
14,1,47.63,158.7,3 ,1237.175,1,7,2134.126875,240.0892734,62.42321109,2.1
14,2,50.8,163.8,3 ,1466.75,1,1,2530.14375,284.6411719,74.00670469,2.5
14,2,50.8,163.8,3 ,1466.75,1,2,2530.14375,284.6411719,74.00670469,2.3
14,2,50.8,163.8,3 ,1466.75,1,3,2530.14375,284.6411719,74.00670469,2.8
14,2,50.8,163.8,3 ,1466.75,1,4,2530.14375,284.6411719,74.00670469,1.9
14,2,50.8,163.8,3 ,1466.75,1,5,2530.14375,284.6411719,74.00670469,1.8
14,2,50.8,163.8,3 ,1466.75,1,6,2530.14375,284.6411719,74.00670469,3
14,2,50.8,163.8,3 ,1466.75,1,7,2530.14375,284.6411719,74.00670469,2.5
15,1,52.16,159.7,1,1283.725,1,1,1765.121875,198.5762109,51.62981484,1.7
15,1,52.16,159.7,1,1283.725,1,2,1765.121875,198.5762109,51.62981484,1.6
15,1,52.16,159.7,1,1283.725,1,3,1765.121875,198.5762109,51.62981484,2
15,1,52.16,159.7,1,1283.725,1,4,1765.121875,198.5762109,51.62981484,1.4
15,1,52.16,159.7,1,1283.725,1,5,1765.121875,198.5762109,51.62981484,1.3
15,1,52.16,159.7,1,1283.725,1,6,1765.121875,198.5762109,51.62981484,2.1
15,1,52.16,159.7,1,1283.725,1,7,1765.121875,198.5762109,51.62981484,1.7
15,2,56.02,170.1,1,1553.325,1,1,2135.821875,240.2799609,62.47278984,2.1
15,2,56.02,170.1,1,1553.325,1,2,2135.821875,240.2799609,62.47278984,2
15,2,56.02,170.1,1,1553.325,1,3,2135.821875,240.2799609,62.47278984,2.4
15,2,56.02,170.1,1,1553.325,1,4,2135.821875,240.2799609,62.47278984,1.6
15,2,56.02,170.1,1,1553.325,1,5,2135.821875,240.2799609,62.47278984,1.5
15,2,56.02,170.1,1,1553.325,1,6,2135.821875,240.2799609,62.47278984,2.5
15,2,56.02,170.1,1,1553.325,1,7,2135.821875,240.2799609,62.47278984,2.1
15,1,52.16,159.7,2,1283.725,1,1,1989.77375,223.8495469,58.20088219,1.9
15,1,52.16,159.7,2,1283.725,1,2,1989.77375,223.8495469,58.20088219,1.8
15,1,52.16,159.7,2,1283.725,1,3,1989.77375,223.8495469,58.20088219,2.2
15,1,52.16,159.7,2,1283.725,1,4,1989.77375,223.8495469,58.20088219,1.5
15,1,52.16,159.7,2,1283.725,1,5,1989.77375,223.8495469,58.20088219,1.4
15,1,52.16,159.7,2,1283.725,1,6,1989.77375,223.8495469,58.20088219,2.3
15,1,52.16,159.7,2,1283.725,1,7,1989.77375,223.8495469,58.20088219,1.9
15,2,56.02,170.1,2,1553.325,1,1,2407.65375,270.8610469,70.42387219,2.3
15,2,56.02,170.1,2,1553.325,1,2,2407.65375,270.8610469,70.42387219,2.2
15,2,56.02,170.1,2,1553.325,1,3,2407.65375,270.8610469,70.42387219,2.7
15,2,56.02,170.1,2,1553.325,1,4,2407.65375,270.8610469,70.42387219,1.9
15,2,56.02,170.1,2,1553.325,1,5,2407.65375,270.8610469,70.42387219,1.7
15,2,56.02,170.1,2,1553.325,1,6,2407.65375,270.8610469,70.42387219,2.8
15,2,56.02,170.1,2,1553.325,1,7,2407.65375,270.8610469,70.42387219,2.3
15,1,52.16,159.7,3 ,1283.725,1,1,2214.425625,249.1228828,64.77194953,2.2
15,1,52.16,159.7,3 ,1283.725,1,2,2214.425625,249.1228828,64.77194953,2
15,1,52.16,159.7,3 ,1283.725,1,3,2214.425625,249.1228828,64.77194953,2.5
15,1,52.16,159.7,3 ,1283.725,1,4,2214.425625,249.1228828,64.77194953,1.7
15,1,52.16,159.7,3 ,1283.725,1,5,2214.425625,249.1228828,64.77194953,1.6
15,1,52.16,159.7,3 ,1283.725,1,6,2214.425625,249.1228828,64.77194953,2.6
15,1,52.16,159.7,3 ,1283.725,1,7,2214.425625,249.1228828,64.77194953,2.2
15,2,56.02,170.1,3 ,1553.325,1,1,2679.485625,301.4421328,78.37495453,2.6
15,2,56.02,170.1,3 ,1553.325,1,2,2679.485625,301.4421328,78.37495453,2.4
15,2,56.02,170.1,3 ,1553.325,1,3,2679.485625,301.4421328,78.37495453,3
15,2,56.02,170.1,3 ,1553.325,1,4,2679.485625,301.4421328,78.37495453,2.1
15,2,56.02,170.1,3 ,1553.325,1,5,2679.485625,301.4421328,78.37495453,1.9
15,2,56.02,170.1,3 ,1553.325,1,6,2679.485625,301.4421328,78.37495453,3.1
15,2,56.02,170.1,3 ,1553.325,1,7,2679.485625,301.4421328,78.37495453,2.6
16,1,53.52,162.5,1,1309.825,1,1,1801.009375,202.6135547,52.67952422,1.8
16,1,53.52,162.5,1,1309.825,1,2,1801.009375,202.6135547,52.67952422,1.6
16,1,53.52,162.5,1,1309.825,1,3,1801.009375,202.6135547,52.67952422,2
16,1,53.52,162.5,1,1309.825,1,4,1801.009375,202.6135547,52.67952422,1.4
16,1,53.52,162.5,1,1309.825,1,5,1801.009375,202.6135547,52.67952422,1.3
16,1,53.52,162.5,1,1309.825,1,6,1801.009375,202.6135547,52.67952422,2.1
16,1,53.52,162.5,1,1309.825,1,7,1801.009375,202.6135547,52.67952422,1.8
16,2,60.78,173.4,1,1616.55,1,1,2222.75625,250.0600781,65.01562031,2.2
16,2,60.78,173.4,1,1616.55,1,2,2222.75625,250.0600781,65.01562031,2
16,2,60.78,173.4,1,1616.55,1,3,2222.75625,250.0600781,65.01562031,2.5
16,2,60.78,173.4,1,1616.55,1,4,2222.75625,250.0600781,65.01562031,1.7
16,2,60.78,173.4,1,1616.55,1,5,2222.75625,250.0600781,65.01562031,1.6
16,2,60.78,173.4,1,1616.55,1,6,2222.75625,250.0600781,65.01562031,2.6
16,2,60.78,173.4,1,1616.55,1,7,2222.75625,250.0600781,65.01562031,2.2
16,1,53.52,162.5,2,1309.825,1,1,2030.22875,228.4007344,59.38419094,2
16,1,53.52,162.5,2,1309.825,1,2,2030.22875,228.4007344,59.38419094,1.9
16,1,53.52,162.5,2,1309.825,1,3,2030.22875,228.4007344,59.38419094,2.3
16,1,53.52,162.5,2,1309.825,1,4,2030.22875,228.4007344,59.38419094,1.6
16,1,53.52,162.5,2,1309.825,1,5,2030.22875,228.4007344,59.38419094,1.4
16,1,53.52,162.5,2,1309.825,1,6,2030.22875,228.4007344,59.38419094,2.4
16,1,53.52,162.5,2,1309.825,1,7,2030.22875,228.4007344,59.38419094,2
16,2,60.78,173.4,2,1616.55,1,1,2505.6525,281.8859063,73.29033563,2.4
16,2,60.78,173.4,2,1616.55,1,2,2505.6525,281.8859063,73.29033563,2.3
16,2,60.78,173.4,2,1616.55,1,3,2505.6525,281.8859063,73.29033563,2.8
16,2,60.78,173.4,2,1616.55,1,4,2505.6525,281.8859063,73.29033563,1.9
16,2,60.78,173.4,2,1616.55,1,5,2505.6525,281.8859063,73.29033563,1.8
16,2,60.78,173.4,2,1616.55,1,6,2505.6525,281.8859063,73.29033563,2.9
16,2,60.78,173.4,2,1616.55,1,7,2505.6525,281.8859063,73.29033563,2.4
16,1,53.52,162.5,3 ,1309.825,1,1,2259.448125,254.1879141,66.08885766,2.2
16,1,53.52,162.5,3 ,1309.825,1,2,2259.448125,254.1879141,66.08885766,2.1
16,1,53.52,162.5,3 ,1309.825,1,3,2259.448125,254.1879141,66.08885766,2.5
16,1,53.52,162.5,3 ,1309.825,1,4,2259.448125,254.1879141,66.08885766,1.7
16,1,53.52,162.5,3 ,1309.825,1,5,2259.448125,254.1879141,66.08885766,1.6
16,1,53.52,162.5,3 ,1309.825,1,6,2259.448125,254.1879141,66.08885766,2.6
16,1,53.52,162.5,3 ,1309.825,1,7,2259.448125,254.1879141,66.08885766,2.2
16,2,60.78,173.4,3 ,1616.55,1,1,2788.54875,313.7117344,81.56505094,2.7
16,2,60.78,173.4,3 ,1616.55,1,2,2788.54875,313.7117344,81.56505094,2.5
16,2,60.78,173.4,3 ,1616.55,1,3,2788.54875,313.7117344,81.56505094,3.1
16,2,60.78,173.4,3 ,1616.55,1,4,2788.54875,313.7117344,81.56505094,2.1
16,2,60.78,173.4,3 ,1616.55,1,5,2788.54875,313.7117344,81.56505094,2
16,2,60.78,173.4,3 ,1616.55,1,6,2788.54875,313.7117344,81.56505094,3.3
